event,timestamp,python3.11,ALL_TASKS,cpu,gpu
inference,220.29,2927.33,3183.13,4122,777
inference,219.29,2762.87,3022.29,4250,803
inference,218.42,2619.56,2920.94,4143,388
inference,218.96,2917.64,3172.48,4161,412
inference,220.59,2778.21,3047.71,4157,996
inference,220.34,2904.22,3206.25,4198,943
inference,220.05,2803.11,3065.37,4181,994
inference,220.36,2903.01,3157.34,4175,827
inference,218.33,2715.06,2954.98,4214,871
inference,218.56,2736.30,3037.78,4228,522
inference,219.07,2830.94,3088.01,4168,714
inference,220.55,2889.25,3142.29,4167,844
inference,219.96,2807.88,3061.52,4164,957
inference,221.11,2925.85,3184.49,4152,736
inference,220.37,2767.56,3087.40,4252,1027
inference,218.31,2589.44,2841.17,4100,522
inference,218.19,2822.97,3073.48,4198,449
inference,219.64,2887.27,3156.56,4148,577
inference,220.12,2742.52,3041.63,4202,742
inference,220.43,2888.60,3135.13,4119,1027
inference,220.43,2799.39,3055.95,4242,735
inference,218.53,2750.95,3002.66,4192,431
inference,218.42,2764.04,3014.60,4203,659
inference,220.57,2825.31,3123.52,4198,691
inference,219.56,2794.44,3154.74,4268,1074
inference,219.31,2804.02,3261.37,4355,934
inference,218.71,2638.18,2970.58,4367,743
inference,218.45,2714.31,3089.37,4257,306
inference,219.78,2738.73,2989.39,4168,659
inference,220.55,2874.03,3129.82,4171,1024
inference,220.52,2845.68,3184.78,4308,839
inference,220.97,2713.80,3092.10,4860,961
inference,219.12,2412.16,3381.33,6595,321
inference,218.44,2380.83,3800.52,7924,443
inference,218.92,2568.78,3980.97,7035,742
inference,218.5,2502.73,3102.14,4261,640
inference,217.28,2825.24,3159.80,4294,224
inference,220.18,2747.25,3892.62,5037,805
inference,221.01,2747.21,3020.29,4167,1090
inference,220.88,2744.01,3039.73,4210,1023
inference,218.41,2711.48,2967.13,4176,792
inference,218.36,2825.63,3066.94,4163,311
inference,220.34,2731.76,2989.50,4157,898
inference,220.51,2839.36,3152.48,4190,1053
inference,220.67,2752.21,3004.33,4228,1048
inference,217.8,2718.01,2962.01,4187,730
tokenizer,217.58,0.73,251.91,239,14
tokenizer,234.16,0.43,152.74,196,14
tokenizer,234.3,0.33,2273.31,3431,13
tokenizer,219.45,1.09,2209.96,2069,68
tokenizer,238.26,173.68,1916.56,2266,55
model load,217.4,0.55,344.84,373,46
model load,227.17,0.56,172.10,225,46
model load,248.07,0.33,148.74,226,13
model load,249.35,0.34,188.94,361,12
model load,232.68,5.89,564.29,778,12
model load,243.23,853.16,679.89,1233,69
model load,221.14,108.84,1753.04,3220,12
model load,217.52,315.52,911.81,4285,50
model load,220.21,612.50,1323.84,4314,37
model load,220.02,339.19,1183.08,4722,73
model load,219.45,335.61,1162.70,4694,114
model load,218.77,427.81,819.95,3735,68
model load,217.5,599.45,1144.87,3945,114
model load,218.2,515.97,1061.95,3909,60
model load,217.92,337.13,2955.87,7181,92
model load,218.19,341.49,1130.34,4579,216
model load,218.34,337.09,928.80,4237,119
model load,218.75,608.93,16713.48,5920,78
model load,218.12,342.68,2274.21,6373,137
model load,218.45,345.44,3431.70,5653,193
model load,218.49,326.82,1710.11,5364,137
model load,218.35,338.25,3127.17,7479,151
model load,217.7,305.33,1009.25,4084,183
model load,220.23,563.25,1035.80,3487,64
model load,217.9,982.66,1425.13,3483,50
model load,218.23,1297.33,1765.59,2754,165
model load,218.51,584.90,2413.10,5712,183
model load,218.72,337.30,2006.81,5486,137
model load,218.04,604.54,1438.53,4380,288
model load,218.55,635.54,1509.26,4232,298
model load,217.95,7.70,786.40,1028,270
pipeline load,218.7,0.86,1307.75,1751,187
pipeline load,242.53,0.65,742.63,1113,187
pipeline load,230.13,0.46,1083.99,1495,115
inference,217.79,2764.43,3794.37,4660,960
inference,218.13,2699.50,4424.73,5630,960
inference,218.75,2541.74,4302.10,5495,1160
inference,218.17,2734.36,4567.49,5812,832
inference,218.79,2577.77,4304.03,5540,1192
inference,218.39,2643.51,4523.24,5902,855
inference,218.89,2560.74,5010.82,6232,1104
inference,217.87,2557.76,4440.33,5737,1115
inference,217.85,2529.35,7575.48,9649,913
inference,218.84,2609.49,4997.42,6566,1281
inference,219.25,2454.02,4952.15,6162,1768
inference,218.45,2606.20,4592.48,5850,1008
inference,218.58,2586.08,5107.77,6505,916
inference,218.81,2586.16,5064.45,6494,1743
inference,219.08,2477.78,4625.21,6030,2180
inference,219.11,2681.93,5884.28,8489,1630
inference,219.09,2504.59,8806.59,11384,1123
inference,218.79,2508.75,5247.79,6769,1150
inference,218.54,2582.87,5222.01,6653,754
inference,219.04,2632.22,5451.78,6971,883
inference,219.18,2468.41,8712.46,11370,945
inference,218.13,2586.35,5210.19,7734,899
inference,219.12,2530.68,5686.33,7119,926
inference,218.71,2584.93,4214.25,5537,840
inference,218.77,2580.11,4883.66,6413,837
inference,218.72,2402.70,4417.06,5788,983
inference,218.79,2653.36,5061.42,6221,860
inference,218.44,2546.75,6781.16,8776,955
inference,219.05,2500.51,4909.81,6332,1213
inference,219.05,2544.45,5023.14,6474,1776
inference,218.51,2535.78,5142.91,6553,886
inference,217.85,2632.55,4445.84,5765,810
inference,218.88,2673.77,3916.67,5053,776
inference,217.99,2748.10,3662.11,4661,900
inference,218.16,2660.17,4704.16,6321,986
inference,218.17,2696.99,4094.36,5120,926
inference,218.3,2755.98,3782.52,4865,912
inference,217.9,2631.27,4306.41,5535,774
inference,218.52,2809.11,4500.22,5478,1005
inference,218.77,2518.30,4356.63,5632,1020
inference,218.57,2679.11,4483.42,5737,937
inference,218.69,2675.50,4577.37,5922,810
inference,218.36,2827.88,4764.40,5729,873
inference,217.95,2778.04,3228.14,4093,1030
inference,218.13,2889.91,4576.88,5909,982
inference,219.13,2692.07,5704.91,7808,674
inference,219.38,2499.02,4995.43,6910,1045
inference,218.99,2459.84,7130.82,9001,1504
inference,218.6,2538.94,3993.10,5256,1279
inference,218.24,2355.70,4751.15,6928,1519
inference,218.89,2498.81,4309.46,5532,1068
inference,219.0,2764.24,4471.51,5493,1307
inference,218.04,2778.65,3792.90,4724,1242
inference,217.94,2773.65,3240.98,4116,780
inference,218.0,2722.72,4830.80,6711,840
inference,217.46,2376.15,6341.58,8186,826
inference,218.69,2486.15,4600.93,6548,1242
inference,219.15,2471.76,5199.96,7543,1546
inference,218.37,2553.32,4044.98,5271,1351
inference,217.79,2613.30,3782.97,4996,1438
inference,217.72,2764.29,3288.20,4198,790
inference,217.7,2665.62,5860.32,8273,818
inference,219.4,2476.59,5372.30,7069,887
inference,218.01,2565.19,4187.70,5628,1709
inference,218.05,2689.21,4015.13,5224,950
inference,218.46,2743.31,3618.84,4637,706
inference,218.56,2593.86,5540.45,7247,751
inference,218.64,2513.74,5104.08,6627,947
inference,218.85,2557.32,4756.89,5995,1825
inference,218.09,2486.91,4705.06,6204,982
inference,219.67,2617.98,4387.69,5613,784
inference,218.54,2610.12,4330.95,5569,801
inference,218.88,2550.58,4699.75,6131,810
inference,219.26,2621.33,4843.35,6248,813
inference,219.38,2565.75,4842.15,6331,807
inference,218.82,2512.95,4791.40,6316,711
inference,218.9,2540.72,4537.65,5870,704
inference,218.51,2545.55,4506.78,5913,863
inference,218.43,2662.27,4523.52,6162,737
inference,218.31,2523.66,5734.19,6853,723
inference,218.19,2588.38,3800.26,5092,650
inference,218.83,2498.14,5883.75,8056,784
inference,218.68,2604.60,7292.74,9160,1097
inference,218.41,2513.57,6088.58,7568,1706
inference,219.23,2552.71,5701.32,7389,1850
inference,218.84,2566.03,6028.87,7563,1729
inference,219.04,2546.29,6499.37,8519,836
inference,218.91,2458.93,5479.18,7085,1908
inference,217.95,2535.43,5454.62,7034,1042
inference,218.96,2386.18,5408.48,7298,1202
inference,218.6,2484.36,5900.54,7543,1594
inference,219.2,2536.67,5797.99,7418,1624
inference,218.74,2416.45,7095.06,8851,1651
inference,219.55,2620.77,5906.98,7415,1815
inference,218.87,2500.07,5653.25,7233,1790
inference,218.58,2532.41,5577.34,7178,1384
inference,218.18,2565.05,5599.62,7347,851
inference,219.7,2600.49,5997.37,7428,830
inference,218.72,2460.69,4762.01,6346,1675
inference,218.38,2569.91,4875.45,6438,1234
inference,219.03,2472.31,4872.71,6588,691
inference,219.62,2518.00,4966.25,6252,904
inference,218.8,2451.60,6129.03,7971,1316
inference,219.18,2516.23,4713.29,6251,1718
inference,218.25,2578.86,4786.70,6236,1985
inference,219.44,2656.31,4570.73,6134,898
inference,218.99,2628.94,4058.14,5443,743
inference,219.12,2670.88,3779.52,4956,827
inference,218.99,2887.09,3224.52,4192,780
inference,219.12,2834.47,3276.49,4299,712
inference,219.75,2673.64,3794.13,5069,726
inference,218.97,2593.69,4315.78,5594,828
inference,218.64,2543.27,4325.06,5653,831
inference,219.35,2557.13,4618.24,6123,832
inference,220.1,2365.36,6630.60,8705,816
inference,219.63,2480.58,5117.49,6811,895
inference,220.03,2434.49,5076.46,6840,810
inference,219.26,2459.20,6959.35,8583,850
inference,218.92,2468.44,4705.56,6290,807
inference,218.36,2386.25,4902.31,6091,681
inference,218.72,2518.11,6109.43,7932,692
inference,218.95,2458.66,5988.93,7938,709
inference,218.98,2450.48,4896.50,6494,676
inference,219.33,2664.52,4559.99,5927,827
inference,218.21,2425.76,4128.24,5825,816
inference,218.41,2522.10,4247.42,5792,376
inference,219.86,2556.16,5118.97,6704,595
inference,218.91,2559.62,4210.91,5541,846
inference,220.21,2540.85,4677.09,6294,818
inference,219.23,2448.40,4425.26,6181,767
inference,218.2,2446.65,4386.99,5788,680
inference,218.86,2629.75,4353.33,5794,866
inference,218.84,2428.79,5809.96,8088,841
inference,220.19,2436.21,4205.01,5686,576
inference,218.78,2752.13,3091.37,4178,395
inference,218.9,2747.05,3300.78,4404,713
inference,218.27,2822.47,3100.93,4160,740
inference,219.68,2829.44,3090.53,4097,756
inference,220.47,2832.58,3137.89,4273,715
inference,219.02,2673.33,3036.36,4200,612
inference,218.1,2639.71,3080.36,4333,374
inference,219.48,2750.70,3037.00,4137,546
inference,220.47,2780.59,3290.81,4350,702
inference,219.35,2647.59,3251.05,4495,780
inference,220.44,2862.91,3326.09,4305,752
inference,219.0,2729.47,3216.82,4571,712
inference,218.65,2630.68,3043.14,4267,361
inference,218.67,2672.79,3301.03,4527,393
inference,220.25,2750.86,3156.19,4272,755
inference,219.16,2787.35,3122.19,4253,713
inference,221.16,2556.41,6688.28,8975,1018
inference,219.01,2412.50,3889.99,5260,606
inference,218.69,2593.68,3406.73,4710,247
inference,220.62,2780.07,3356.38,4515,736
inference,220.28,2497.21,5432.69,6941,725
inference,221.07,2651.91,3333.44,4637,804
inference,218.57,2614.23,3490.10,4841,362
inference,220.62,2640.56,3332.99,4501,453
inference,220.57,2737.57,3140.95,4271,780
inference,220.65,2646.68,3388.96,4659,748
inference,220.87,2854.28,3167.51,4297,789
inference,218.46,2581.03,3072.55,4468,439
inference,218.14,2719.64,3565.97,4846,320
inference,219.09,2633.86,3446.12,4738,743
inference,219.46,2625.88,3536.04,4894,785
inference,219.65,2686.69,3154.26,4466,734
inference,218.69,2638.40,2962.01,4234,364
inference,219.61,2711.95,3112.09,4262,398
inference,221.09,2795.71,3107.26,4225,760
inference,220.66,2901.37,3176.48,4201,936
inference,220.35,2814.48,3091.25,4207,1006
inference,219.72,2729.20,3050.85,4337,781
inference,218.61,2563.51,3306.82,4840,369
inference,218.97,2566.71,3239.53,4544,494
inference,221.13,2876.54,3180.37,4188,731
inference,221.03,2777.21,3093.53,4226,841
inference,220.61,2727.40,3081.51,4374,747
inference,218.66,2711.45,3024.13,4276,471
inference,219.87,2770.98,3098.48,4253,604
inference,220.9,2684.78,3214.19,4359,955
inference,219.76,2768.55,3104.79,4195,964
inference,220.75,2698.91,2986.96,4290,742
inference,217.75,2678.87,2998.38,4248,385
inference,220.85,2583.95,4654.53,6140,386
inference,220.25,2570.44,4557.84,6234,792
inference,219.73,2519.01,3589.73,5134,776
inference,219.82,2547.79,3490.82,4959,396
inference,220.68,2537.72,8720.26,10373,428
inference,221.49,2592.57,3540.06,4858,757
inference,219.05,2542.46,2944.62,4405,781
inference,218.44,2788.46,3157.44,4322,292
inference,220.45,2782.43,3058.67,4201,618
inference,220.39,2622.74,3385.81,4692,1048
inference,220.77,2695.30,3164.15,4444,749
inference,218.77,2439.54,3367.55,4996,562
inference,219.91,2583.22,3554.43,4779,219
inference,219.12,2634.94,3112.95,4491,773
inference,220.78,2718.66,3114.62,4371,990
inference,218.22,2469.21,3146.55,4683,679
inference,221.38,2768.66,3102.43,4255,440
inference,221.36,2620.23,3355.72,4590,944
inference,219.92,2669.80,3233.21,4561,741
inference,218.66,2424.90,3152.73,4770,614
inference,219.45,2728.80,3186.46,4356,192
