timestamp;tag;duration;nvidia_gpu_0;nvidia_gpu_1;nvidia_gpu_2;nvidia_gpu_3;nvidia_gpu_4;nvidia_gpu_5;nvidia_gpu_6;nvidia_gpu_7
1706243770.82617;inference-2;27.282879114151;1821337;1876484;1975915;1843100;1878245;1861847;1954813;1677618
1706243798.109049;inference-3;18.13966417312622;1201547;1240108;1309637;1228730;1252257;1230773;1292425;1111456
1706243816.2487133;inference-4;16.062201499938965;1062047;1099869;1161081;1083015;1098594;1091332;1146130;986910
1706243832.3109148;inference-5;20.927621364593506;1391589;1434843;1516091;1412819;1447863;1423491;1495033;1283289
1706243853.2385361;inference-6;17.950561046600342;1192072;1231504;1300019;1212068;1230169;1222217;1277028;1098114
1706243871.1890972;inference-7;12.560969829559326;829603;860499;906964;848015;864292;846044;897068;770946
1706243883.750067;inference-8;21.25605273246765;1409728;1454731;1534947;1431571;1468194;1449189;1521198;1302497
1706243905.0061197;inference-9;17.513409852981567;1160354;1198771;1266911;1187644;1206656;1191343;1249111;1079559
1706243933.1674573;tokenizer;0.3223264217376709;15013;20910;16620;15353;15713;15115;16333;15796
1706243933.4897838;pipeline load;20.47487759590149;1126808;1150584;1225834;1127576;1147966;1112028;1184697;1148728
1706243953.9646614;inference-0;32.27607870101929;2088482;2145694;2265817;2112551;2152660;2121801;2233664;1955765
1706243986.24074;inference-1;18.762011766433716;1240924;1286544;1357881;1266945;1283790;1273504;1333339;1152766
1706244005.0027518;inference-2;13.147743701934814;870449;902013;951736;888535;904517;895333;939208;808595
1706244018.1504955;inference-3;15.75357723236084;1045098;1073945;1133056;1057265;1085416;1063509;1125003;962414
1706244033.9040728;inference-4;20.79635763168335;1379803;1428083;1508492;1407884;1434908;1417135;1488502;1277798
1706244054.7004304;inference-5;19.627496242523193;1309815;1350653;1418238;1331311;1349593;1340485;1400853;1203287
1706244074.3279266;inference-6;24.719624996185303;1648409;1692503;1792395;1669671;1706739;1682275;1771179;1518471
1706244099.0475516;inference-7;24.97428250312805;1673544;1717903;1814766;1695756;1719593;1706405;1784583;1530499
1706244124.0218341;inference-8;24.23997664451599;1620199;1663804;1755719;1641461;1670947;1652687;1733005;1488187
1706244148.2618108;inference-9;31.033924341201782;2084903;2138634;2255569;2102101;2146821;2122295;2228682;1908979
1706244189.8984416;tokenizer;0.2351987361907959;10029;15613;16694;10250;15696;15116;10878;15806
1706244190.1336403;pipeline load;16.499937772750854;905016;927448;982594;903026;918103;888157;945909;915698
1706244206.633578;inference-0;21.08580732345581;1334254;1376812;1462236;1360480;1385997;1362344;1439280;1277555
1706244227.7193854;inference-1;13.520367622375488;898497;929689;974301;915728;925968;922544;961593;826755
1706244241.239753;inference-2;25.068663835525513;1670416;1716802;1812664;1693059;1728236;1704898;1795531;1535975
1706244266.3084168;inference-3;19.873764038085938;1323193;1365122;1441459;1345307;1369322;1353232;1416369;1221230
1706244286.182181;inference-4;15.421475887298584;1020895;1054425;1121447;1039978;1059266;1048390;1107292;950503
1706244301.6036568;inference-5;15.987499952316284;1059591;1093707;1155614;1078515;1099998;1085235;1140163;981135
1706244317.5911567;inference-6;36.30131244659424;2447309;2506147;2639194;2464587;2511113;2482073;2605228;2228111
1706244353.8924692;inference-7;20.324896812438965;1353032;1394857;1472405;1375300;1400729;1384667;1455047;1246467
1706244374.217366;inference-8;26.447453022003174;1769843;1816886;1918921;1790687;1826114;1811420;1894586;1622898
1706244400.664819;inference-9;20.06282615661621;1331353;1377832;1455514;1358933;1384654;1362289;1438952;1234056
1706244430.7974145;tokenizer;0.300290584564209;15022;15661;16661;15369;15745;15112;16337;15789
1706244431.0977051;pipeline load;22.49405550956726;1239204;1269709;1347882;1240508;1263304;1223516;1297668;1264346
1706244453.5917606;inference-0;21.381731033325195;1351260;1395614;1474436;1374741;1401693;1388382;1460432;1294953
1706244474.9734917;inference-1;17.75758934020996;1178424;1216238;1285240;1199262;1221746;1201409;1266983;1084277
1706244492.731081;inference-2;25.274864196777344;1687215;1738754;1828229;1708365;1738689;1725009;1804942;1553894
1706244518.0059452;inference-3;19.92473793029785;1322707;1362678;1438851;1343637;1376400;1352968;1419241;1220529
1706244537.9306831;inference-4;21.30519938468933;1418938;1461682;1542459;1440000;1460874;1449491;1521832;1307260
1706244559.2358825;inference-5;28.85029125213623;1936445;1982236;2094878;1956070;1991341;1966618;2068019;1770384
1706244588.0861738;inference-6;28.879855632781982;1934245;1981330;2091451;1955390;1999755;1974953;2066437;1770519
1706244616.9660294;inference-7;19.6734938621521;1309758;1348803;1424620;1330411;1348704;1332650;1406141;1208274
1706244636.6395233;inference-8;22.862906217575073;1524013;1573460;1661661;1545450;1581922;1562412;1641049;1406765
1706244659.5024295;inference-9;20.93342900276184;1391985;1433575;1512882;1411590;1441397;1423900;1495622;1284413
1706244690.4199023;tokenizer;0.34781670570373535;15016;20919;22200;15345;20941;15101;21776;21066
1706244690.767719;pipeline load;22.701165676116943;1249321;1281329;1353124;1250112;1273797;1233894;1309645;1276383
1706244713.4688847;inference-0;39.500810861587524;2591003;2643359;2797291;2612961;2654228;2626409;2762538;2399999
1706244752.9696956;inference-1;31.228230714797974;2101973;2150017;2269810;2119063;2158174;2134105;2238832;1918676
1706244784.1979263;inference-2;30.045000076293945;2012395;2068798;2180789;2036935;2076738;2044521;2153874;1839504
1706244814.2429264;inference-3;18.550291061401367;1237832;1270265;1347297;1258573;1276104;1267464;1323638;1141848
1706244832.7932174;inference-4;22.675488710403442;1509251;1559285;1639429;1535836;1566912;1539408;1624550;1389144
1706244855.4687061;inference-5;24.61886167526245;1646851;1691972;1785605;1666508;1698360;1676908;1763378;1512042
1706244880.0875678;inference-6;17.33163833618164;1150294;1186970;1260068;1170208;1192405;1184822;1236867;1062019
1706244897.4192061;inference-7;11.965041160583496;788932;817520;863664;804008;821224;810568;852469;734187
1706244909.3842473;inference-8;29.56408452987671;1984828;2032474;2144322;2006397;2047399;2018430;2118008;1814886
1706244938.9483318;inference-9;21.891185522079468;1463793;1506125;1588677;1482509;1506797;1494851;1569183;1346364
1706244971.8013706;tokenizer;0.33368372917175293;15007;20899;16622;15360;21021;15109;16361;21055
1706244972.1350543;pipeline load;16.200833082199097;889556;910865;964567;886277;902812;871855;929134;898422
1706244988.3358874;inference-0;20.80860710144043;1318308;1359313;1438612;1344419;1364883;1347284;1416761;1258308
1706245009.1444945;inference-1;24.31664776802063;1628109;1672235;1764039;1640117;1671120;1658095;1741701;1487074
1706245033.4611423;inference-2;17.8178391456604;1182143;1222146;1287379;1208028;1234092;1212012;1270800;1097987
1706245051.2789814;inference-3;39.37042593955994;2663348;2720989;2873105;2681710;2725027;2703961;2832089;2412665
1706245090.6494074;inference-4;13.768940687179565;913351;939071;998257;931063;950833;939089;983747;846188
1706245104.418348;inference-5;15.497518301010132;1026266;1068620;1120811;1046028;1067040;1052696;1106499;950390
1706245119.9158664;inference-6;27.530638933181763;1848816;1896968;2001923;1868371;1905448;1882087;1976438;1690541
1706245147.4465053;inference-7;17.263884782791138;1149764;1181869;1254427;1170171;1194029;1180271;1239631;1061935
1706245164.71039;inference-8;20.387601375579834;1359390;1401143;1472601;1382168;1409352;1384516;1455156;1248708
1706245185.0979915;inference-9;29.884915113449097;2008451;2062880;2179493;2026740;2067239;2050487;2151172;1841267
1706245225.4322042;tokenizer;0.2884981632232666;15008;10448;11103;15377;15704;15108;16340;15793
1706245225.7207024;pipeline load;16.285664319992065;893701;915152;969964;891321;906974;876826;934444;903784
1706245242.0063667;inference-0;20.890045881271362;1321718;1364001;1440846;1341587;1369587;1342463;1415546;1257684
1706245262.8964126;inference-1;18.687896966934204;1235892;1281297;1353285;1262102;1286512;1270293;1334958;1147471
1706245281.5843096;inference-2;22.093133211135864;1472908;1517672;1600433;1491053;1514877;1505684;1580967;1357246
1706245303.6774428;inference-3;15.16485047340393;1004347;1039018;1097005;1024603;1043965;1029807;1083082;931278
1706245318.8422933;inference-4;17.1580548286438;1142546;1173699;1238918;1162623;1186013;1172073;1221602;1050193
1706245336.000348;inference-5;30.444676637649536;2039349;2094789;2211534;2063336;2105289;2078978;2183194;1870159
1706245366.4450247;inference-6;34.63653564453125;2344075;2390001;2522727;2354404;2394315;2364724;2490881;2124126
1706245401.0815604;inference-7;17.270161390304565;1149997;1187203;1252299;1169148;1192851;1178469;1230043;1062399
1706245418.3517218;inference-8;30.443032026290894;2041578;2097104;2212592;2064336;2107545;2081439;2185576;1870392
1706245448.7947538;inference-9;26.52846336364746;1778886;1818162;1919378;1797865;1834870;1811853;1903429;1630814
1706245485.3255956;tokenizer;0.19000673294067383;10012;10382;11114;10255;10482;10073;10894;10541
1706245485.5156024;pipeline load;20.39346408843994;1116347;1150561;1218976;1121648;1141732;1106100;1178652;1142768
1706245505.9090664;inference-0;20.717299699783325;1310768;1356061;1432244;1332921;1359934;1340381;1410649;1252411
1706245526.6263661;inference-1;24.897101163864136;1673206;1709843;1811653;1691764;1723222;1704632;1781416;1524920
1706245551.5234673;inference-2;28.342653036117554;1908791;1954273;2061841;1924648;1961164;1941489;2035836;1741941
1706245579.8661203;inference-3;16.317776918411255;1085013;1127822;1182757;1109284;1125556;1110358;1167051;1001031
1706245596.1838973;inference-4;15.346121072769165;1015203;1050390;1114439;1040340;1058853;1049124;1101177;945266
1706245611.5300183;inference-5;13.40290880203247;895616;926363;971026;905556;923047;912825;958736;821923
1706245624.9329271;inference-6;28.25272560119629;1901581;1948147;2056648;1918108;1956233;1935687;2038069;1736764
1706245653.1856527;inference-7;16.523252487182617;1095281;1132487;1195210;1122066;1144110;1123231;1180105;1012792
1706245669.7089052;inference-8;19.125595331192017;1276775;1315704;1395004;1295285;1322628;1312437;1372003;1181015
1706245688.8345006;inference-9;14.510387182235718;959787;999599;1049035;984408;998898;986182;1042422;890144
1706245716.9656699;tokenizer;0.2386932373046875;10020;15658;11083;15360;10455;10075;10958;10534
1706245717.204363;pipeline load;33.42477369308472;1838237;1885957;2002833;1845919;1887073;1828500;1953705;1894379
1706245750.6291368;inference-0;33.413947343826294;2167563;2222537;2355154;2193416;2229014;2210026;2313543;2032127
1706245784.0430841;inference-1;23.54717516899109;1575323;1620409;1701936;1588799;1618107;1602356;1680231;1442014
1706245807.5902593;inference-2;26.133741855621338;1743465;1796355;1897320;1775122;1803605;1783348;1871785;1603774
1706245833.7240012;inference-3;21.593926668167114;1439582;1482116;1566164;1460281;1487555;1471917;1544409;1326642
1706245855.3179278;inference-4;15.379285335540771;1019141;1054658;1113854;1039265;1059573;1046541;1098756;938630
1706245870.6972132;inference-5;24.999679565429688;1673325;1713270;1806950;1686359;1726448;1700642;1783864;1536674
1706245895.6968927;inference-6;19.25322961807251;1275071;1323721;1397699;1303957;1323164;1312227;1379716;1184604
1706245914.9501224;inference-7;15.236272096633911;1013337;1048187;1099857;1032603;1053226;1033163;1085771;932177
1706245930.1863945;inference-8;28.405221223831177;1901463;1949816;2063848;1920396;1958447;1942503;2039767;1740799
1706245958.5916157;inference-9;17.8693425655365;1188663;1228652;1296880;1209831;1233574;1218461;1279762;1099138
1706245990.2498558;tokenizer;0.26942896842956543;14998;15660;16603;10249;15703;15094;16383;15857
1706245990.5192847;pipeline load;33.98888182640076;1863085;1918051;2036958;1883621;1912760;1859295;1979281;1926403
1706246024.5081666;inference-0;19.35763931274414;1221399;1258263;1328923;1238156;1260363;1241067;1314086;1171639
1706246043.8658059;inference-1;21.953346729278564;1457022;1509330;1592498;1485486;1514692;1495367;1561475;1343331
1706246065.8191526;inference-2;31.936569213867188;2144387;2189733;2311746;2163085;2197020;2180199;2288201;1954337
1706246097.7557218;inference-3;31.542912006378174;2110166;2171338;2287823;2136078;2177046;2146078;2249711;1936023
1706246129.2986338;inference-4;17.940577268600464;1188429;1234566;1300726;1208096;1239174;1223658;1283859;1098308
1706246147.239211;inference-5;24.23636245727539;1614825;1662370;1753810;1635323;1669017;1647543;1732452;1487377
1706246171.4755735;inference-6;19.171103954315186;1274621;1307768;1388997;1294497;1314445;1305246;1369856;1178358
1706246190.6466775;inference-7;16.224669456481934;1072553;1117712;1171320;1098647;1121925;1100591;1154584;993753
1706246206.871347;inference-8;20.33869743347168;1350826;1394003;1470972;1372268;1400819;1382389;1459974;1253046
1706246227.2100444;inference-9;18.018595218658447;1198627;1233346;1308075;1220650;1237673;1230440;1282064;1103574
1706246257.049046;tokenizer;0.2878408432006836;15010;15676;16631;15359;15709;15104;16401;15807
1706246257.336887;pipeline load;16.158318996429443;889108;910659;964101;886347;901298;872026;928663;898653
1706246273.4952059;inference-0;28.951940298080444;1867637;1919782;2027548;1889967;1926136;1900728;1998749;1757421
1706246302.4471462;inference-1;15.937331676483154;1054286;1088929;1148886;1078495;1093268;1081671;1134448;975416
1706246318.3844779;inference-2;21.414629697799683;1426157;1468971;1550833;1445967;1472865;1457391;1530585;1314041
1706246339.7991076;inference-3;30.260871171951294;2034947;2081426;2195021;2049439;2088923;2065718;2167436;1857234
1706246370.0599787;inference-4;21.43527579307556;1428867;1469952;1560073;1455140;1484657;1466045;1531466;1314663
1706246391.4952545;inference-5;23.578453540802002;1570470;1620281;1702550;1595679;1620168;1599937;1688929;1449435
1706246415.073708;inference-6;13.831904411315918;919603;950928;1004762;930446;956190;944532;991433;845710
1706246428.9056125;inference-7;16.09992241859436;1066124;1102172;1162294;1091252;1106321;1091655;1147117;993384
1706246445.005535;inference-8;20.872066974639893;1386469;1427392;1515477;1406662;1441272;1418323;1488514;1277342
1706246465.8776019;inference-9;20.555447816848755;1363518;1411519;1484783;1391055;1412464;1402179;1470970;1264698
1706246497.0681853;tokenizer;0.21558833122253418;10043;10446;11087;10252;10465;10045;10882;15803
1706246497.2837737;pipeline load;33.096688985824585;1820946;1867938;1984445;1829277;1864995;1812177;1928335;1876457
1706246530.3804626;inference-0;32.62039875984192;2122405;2175462;2298825;2142273;2185103;2151085;2258144;1979197
1706246563.0008614;inference-1;29.590137720108032;1983846;2032102;2144136;2009185;2036952;2023627;2121980;1812908
1706246592.5909991;inference-2;14.112359762191772;932128;971425;1018194;950022;967982;956728;1004810;869464
1706246606.703359;inference-3;21.85521411895752;1461156;1496074;1587237;1474368;1509076;1490827;1559726;1338460
1706246628.558573;inference-4;14.591094255447388;966899;999787;1055179;990818;1003678;990882;1041039;894867
1706246643.1496673;inference-5;22.380659103393555;1488571;1538892;1616048;1509004;1544249;1520038;1603441;1376013
1706246665.5303264;inference-6;15.909213304519653;1054877;1090674;1157969;1079256;1094715;1088440;1136669;974970
1706246681.4395397;inference-7;31.79956340789795;2145362;2185264;2306024;2153030;2196568;2171685;2287361;1949794
1706246713.239103;inference-8;15.159868001937866;998352;1040285;1098314;1023389;1043658;1030763;1074784;931896
1706246728.398971;inference-9;15.4166259765625;1021338;1062187;1113364;1045991;1059457;1045828;1106802;944689
1706246754.7724614;tokenizer;0.4453718662261963;20025;20873;27711;20466;26181;25195;21802;26359
1706246755.2178333;pipeline load;16.320367574691772;894340;915392;969245;896447;906080;876235;933345;903349
1706246771.5382009;inference-0;37.35165882110596;2438937;2501525;2642658;2459282;2505479;2477175;2605277;2269135
1706246808.8898597;inference-1;26.736977338790894;1789835;1835310;1934930;1807685;1851110;1820603;1911318;1640836
1706246835.626837;inference-2;22.39599609375;1493274;1537405;1622423;1515592;1538353;1515246;1601340;1374623
1706246858.022833;inference-3;23.54280686378479;1572222;1616772;1703984;1597895;1623285;1608862;1682649;1444144
1706246881.56564;inference-4;15.831877946853638;1045361;1080128;1139224;1062518;1092358;1071754;1125822;968807
1706246897.397518;inference-5;15.65761137008667;1039641;1075663;1135151;1057852;1079512;1066822;1120707;962891
1706246913.0551293;inference-6;21.3570237159729;1418521;1466987;1550343;1445652;1467095;1450011;1530999;1308094
1706246934.412153;inference-7;17.131386518478394;1140913;1173074;1237322;1153783;1185349;1171346;1221117;1055294
1706246951.5435395;inference-8;14.878756761550903;984072;1018204;1074210;1009231;1022369;1010610;1060913;913656
1706246966.4222963;inference-9;26.79944396018982;1793057;1838664;1948448;1810190;1846863;1825247;1917672;1643240
1706247004.5867958;tokenizer;0.22418689727783203;10012;10405;11088;10232;10468;15118;10881;10526
1706247004.8109827;pipeline load;22.411350965499878;1233027;1263982;1341115;1234328;1257105;1218864;1298247;1259406
1706247027.2223337;inference-0;51.63323426246643;3407958;3471354;3667166;3424938;3482409;3441004;3612021;3144064
1706247078.855568;inference-1;14.994442701339722;991633;1032254;1090492;1009809;1037935;1017966;1068519;918446
1706247093.8500106;inference-2;26.73755693435669;1787120;1829770;1936893;1807885;1842046;1821281;1910657;1639665
1706247120.5875676;inference-3;15.593731164932251;1032183;1074053;1127153;1052122;1072946;1058592;1111452;955245
1706247136.1812987;inference-4;22.9238862991333;1525772;1569402;1659019;1552222;1574674;1557770;1635269;1404919
1706247159.105185;inference-5;15.055511474609375;996564;1030627;1080661;1008180;1027627;1021793;1074725;924592
1706247174.1606965;inference-6;20.27368712425232;1342880;1386371;1470658;1366937;1398068;1381228;1449831;1240430
1706247194.4343836;inference-7;25.59360957145691;1709465;1756865;1855496;1731208;1766685;1737137;1824079;1574287
1706247220.0279932;inference-8;19.315053939819336;1281894;1321434;1396097;1301686;1328725;1310806;1377717;1184600
1706247239.3430471;inference-9;44.798171520233154;3027426;3092148;3256862;3043749;3100336;3070294;3222959;2746890
1706247294.868192;tokenizer;0.3148360252380371;15015;15612;16664;15374;15708;15108;16367;15792
1706247295.183028;pipeline load;26.74477744102478;1472064;1509297;1601999;1474095;1502499;1457465;1553832;1508366
1706247321.9278054;inference-0;22.964622497558594;1463405;1506082;1600215;1490757;1519690;1490333;1571173;1395047
1706247344.892428;inference-1;44.31651425361633;3024661;3060485;3230941;3015272;3074149;3038422;3189270;2713477
1706247389.2089422;inference-2;20.719659328460693;1382751;1423284;1503765;1402707;1430137;1417806;1483610;1271742
1706247409.9286015;inference-3;18.775803804397583;1244877;1289991;1354198;1270235;1288359;1272590;1344093;1153855
1706247428.7044053;inference-4;18.735175132751465;1253237;1285120;1362463;1272923;1298368;1283189;1338877;1148461
1706247447.4395804;inference-5;22.95614790916443;1530548;1582366;1662506;1550780;1580889;1563988;1641406;1407858
1706247470.3957283;inference-6;15.205538511276245;1007522;1042851;1107647;1026558;1047634;1034216;1095037;938740
1706247485.6012669;inference-7;25.51119351387024;1711725;1755985;1846542;1729841;1765046;1743509;1823081;1563274
1706247511.1124604;inference-8;15.645466566085815;1032275;1068624;1134414;1057892;1079940;1066769;1119621;963277
1706247526.757927;inference-9;25.244171857833862;1692866;1736912;1833476;1711679;1746808;1725955;1808550;1550949
1706247563.659211;tokenizer;0.27669334411621094;15034;15641;16652;15373;15714;15094;16330;15812
1706247563.9359043;pipeline load;23.103841066360474;1270866;1302898;1382789;1272017;1295641;1250544;1337974;1293326
1706247587.0397453;inference-0;21.63584876060486;1370781;1413171;1494017;1396355;1416800;1405921;1473447;1306828
1706247608.675594;inference-1;23.921416759490967;1586473;1637485;1726738;1613786;1643098;1623571;1705133;1467652
1706247632.5970109;inference-2;26.109299898147583;1744758;1792264;1891530;1764785;1799268;1769299;1866160;1602324
1706247658.7063107;inference-3;17.895093202590942;1188523;1225483;1293977;1206943;1230245;1216152;1277399;1098439
1706247676.601404;inference-4;16.936777353286743;1117309;1154874;1220850;1143691;1158673;1151332;1204689;1035756
1706247693.5381813;inference-5;17.914587020874023;1187870;1225609;1293731;1207481;1231199;1215600;1277007;1098005
1706247711.4527683;inference-6;22.44385075569153;1492207;1542827;1629589;1512020;1550260;1525216;1600281;1381107
1706247733.896619;inference-7;13.848284244537354;918242;941866;996802;935777;953256;942577;991818;845783
1706247747.7449033;inference-8;30.471909761428833;2044190;2099668;2216832;2059943;2100756;2074933;2179608;1868986
1706247778.216813;inference-9;31.339536428451538;2109237;2148498;2268454;2121098;2158905;2137710;2245441;1924940
1706247818.3242438;tokenizer;0.2941749095916748;15008;10452;11099;15359;15704;15085;16340;15804
1706247818.6184187;pipeline load;26.803741455078125;1473071;1515199;1609605;1476622;1505215;1460581;1561455;1517457
1706247845.4221601;inference-0;24.67222261428833;1579215;1632277;1718175;1605739;1637793;1615107;1691685;1493391
1706247870.0943828;inference-1;15.151743650436401;1004264;1031534;1096270;1023140;1035186;1030267;1080963;930786
1706247885.2461264;inference-2;21.42620587348938;1426107;1474427;1548754;1447460;1475189;1456593;1529211;1313559
1706247906.6723323;inference-3;13.229787588119507;878592;902348;958942;895714;913685;896061;940252;807782
1706247919.9021199;inference-4;15.03383469581604;994677;1034768;1085679;1011321;1039084;1025926;1077322;925507
1706247934.9359546;inference-5;25.940834999084473;1735885;1781757;1880708;1762887;1790004;1769002;1856895;1592828
1706247960.8767896;inference-6;17.145638704299927;1140400;1171619;1243374;1153878;1177250;1161997;1220205;1049230
1706247978.0224283;inference-7;13.408682346343994;886160;923993;968807;909751;921172;917241;961974;827151
1706247991.4311106;inference-8;15.326961517333984;1014123;1047999;1114262;1031506;1060255;1040635;1092913;938801
1706248006.7580721;inference-9;26.06037735939026;1743569;1795776;1888788;1769884;1797564;1783349;1866060;1598931
1706248044.4440718;tokenizer;0.2606194019317627;15014;15673;11050;15349;10473;15107;16345;10528
1706248044.7046912;pipeline load;22.921504974365234;1253325;1289354;1367331;1260246;1282685;1243128;1323966;1291291
1706248067.6261961;inference-0;20.77172017097473;1316837;1352743;1436507;1338478;1363541;1345673;1408757;1251653
1706248088.3979163;inference-1;14.945709943771362;986419;1025807;1082920;1011132;1030388;1012111;1068261;919446
1706248103.3436263;inference-2;15.645638942718506;1038088;1072761;1124652;1050160;1071005;1065748;1117237;955974
1706248118.9892652;inference-3;18.57039999961853;1236996;1268587;1346609;1256583;1281379;1266436;1320857;1141781
1706248137.5596652;inference-4;20.50541853904724;1358156;1405232;1483595;1383859;1411802;1395418;1464870;1258514
1706248158.0650837;inference-5;29.202884674072266;1963724;2010932;2121388;1981724;2010440;1988213;2095477;1789553
1706248187.2679684;inference-6;18.483011722564697;1230049;1268536;1339381;1248995;1274552;1260241;1322250;1135325
1706248205.7509801;inference-7;20.969183921813965;1392397;1435231;1516117;1418654;1447055;1430739;1494035;1284065
1706248226.720164;inference-8;30.28207230567932;2038243;2089845;2199895;2051633;2092472;2069004;2180134;1858506
1706248257.0022364;inference-9;29.15331530570984;1957998;1998097;2116537;1974538;2013427;1991759;2090910;1789954
1706248297.779219;tokenizer;0.21439480781555176;15035;10398;11071;10236;10476;10103;10900;10537
1706248297.9936137;pipeline load;26.489076137542725;1455671;1497796;1589749;1464894;1487333;1448718;1542234;1499526
1706248324.4826899;inference-0;27.88638687133789;1795333;1844917;1950092;1822670;1857333;1828243;1922785;1689907
1706248352.3690767;inference-1;29.13981294631958;1958726;2006352;2115001;1973413;2012051;1990544;2086963;1787685
1706248381.5088897;inference-2;18.078887939453125;1197134;1242047;1311576;1223740;1247071;1232424;1294584;1104614
1706248399.5877776;inference-3;22.11077332496643;1473678;1516638;1599669;1493356;1521317;1505383;1579256;1356465
1706248421.698551;inference-4;18.1312038898468;1200378;1237756;1306810;1218828;1244687;1229740;1289513;1116129
1706248439.8297548;inference-5;14.952885866165161;992512;1026641;1084285;1009801;1031848;1018583;1068859;913050
1706248454.7826407;inference-6;27.45032262802124;1838143;1885236;1989353;1857181;1893394;1869769;1964401;1683855
1706248482.2329633;inference-7;28.108463287353516;1882304;1931948;2033133;1905245;1934738;1913151;2008399;1728015
